solar_cf
0.0
0.0
0.0
0.15543
0.37506
0.52919
0.61342
0.63244
0.58888
0.47658
0.29331
0.0030099999999999997
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.13401
0.25627999999999995
0.35022000000000003
0.45642
0.34601
0.25163
0.17919
0.11735
0.0047
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03675
0.1023
0.12763
0.2822
0.39443
0.39139999999999997
0.22194999999999998
0.13204
0.03704
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.06999
0.2419
0.40143
0.47154
0.49279
0.39644999999999997
0.2544
0.1102
0.00552
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.08953
0.24284
0.45824000000000004
0.37547
0.48955
0.34143
0.31306
0.14769
0.05742
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02278
0.07864
0.10621
0.16005
0.23735
0.16959
0.09134
0.02543
0.0042699999999999995
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01382
0.07037
0.12071
0.18641
0.18566999999999997
0.17671
0.10341
0.04456
0.00753
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01083
0.02832
0.08422
0.13449
0.21400999999999998
0.21536000000000002
0.14644
0.08231000000000001
0.016579999999999998
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.16041999999999998
0.31533
0.5057
0.6068600000000001
0.6184400000000001
0.6164
0.49907
0.28741
0.09024
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02487
0.11323
0.26016
0.28
0.28849
0.2367
0.20563
0.12798
0.039409999999999994
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.06589
0.17804
0.19833
0.14573
0.11499
0.08979999999999999
0.061520000000000005
0.03495
0.00196
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01847
0.09929
0.18162999999999999
0.14377
0.25494
0.22632
0.08012999999999999
0.03293
0.00174
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
