scenario_file,scenario_name,hydrogen_enabled,hydrogen_mode,mining_enabled,objective,total_capex,total_opex,system_cost,solar_generation_mwh,wind_generation_mwh,load_shedding_mwh,electricity_demand_mwh,hydrogen_demand_mwh,electrolyzer_input_mwh,hydrogen_output_mwh,simple_lcoe_per_mwh,simple_cost_per_hydrogen_mwh,mining_consumption_mwh,mining_utilization_rate,mining_max_capacity_mw
scenario.yaml,base_h2_btc_costs2030_weather2025,True,flexible_sink,True,33809639967.378445,3582918340.09523,30226721627.293972,33809639967.389202,51410272.870330736,50354596.05016728,3057926.2098681447,103129800.0,0.0,0.0,-0.0,332.23292405360814,,1692995.1303661582,0.9663214214418712,200.0
