snapshot,solar_mw,wind_mw,load_shedding_mw,electricity_demand_mw,hydrogen_demand_mw,electrolyzer_input_mw,hydrogen_output_mw,mining_mw
2030-11-09 17:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-09 18:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-09 19:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-09 20:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-09 21:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-09 22:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-09 23:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 00:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 01:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 02:00:00,4101.047170392256,8997.748944049663,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 03:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 04:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 05:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 06:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 07:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 08:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 09:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
