scenario_file,scenario_name,hydrogen_enabled,hydrogen_mode,mining_enabled,objective,total_capex,total_opex,system_cost,solar_generation_mwh,wind_generation_mwh,load_shedding_mwh,load_shedding_share,electricity_demand_mwh,hydrogen_demand_mwh,electrolyzer_input_mwh,hydrogen_output_mwh,simple_lcoe_per_mwh,simple_cost_per_hydrogen_mwh,renewable_share_used,storage_cycles_approx,mining_consumption_mwh,mining_utilization_rate,mining_max_capacity_mw
scenario_base.yaml,base_h2_btc_costs2030_weather2025,True,flexible_sink,True,-175353056490.79834,3689361121.43847,-179042417612.23663,-175353056490.79816,51418682.477041885,50352439.339567885,3110678.183390232,0.03016274814253719,103129800.0,0.0,0.0,-0.0,-1723.0138899989927,,0.0006800286818756255,,1752000.0,1.0,200.0
